Shipment_ID,Order_ID,Ship_Date,Delivery_Date,Shipment_Status
2505,2505,2025-10-26,2025-10-31,Delivered
2506,2506,2024-09-14,2024-09-19,Delivered
2507,2507,2025-06-18,2025-06-22,Delivered
2508,2508,2024-02-12,2024-02-16,Delivered
2509,2509,2025-11-10,2025-11-14,Delivered
2510,2510,2024-06-13,2024-06-17,Delivered
2511,2511,2025-06-16,2025-06-21,Delivered
2512,2512,2025-11-18,2025-11-23,Delivered
2513,2513,2024-04-24,2024-04-28,Delivered
2514,2514,2024-11-12,2024-11-17,Delivered
2515,2515,2024-10-01,2024-10-04,Delivered
2516,2516,2024-01-30,2024-02-04,Delivered
2517,2517,,,Cancelled
2518,2518,2025-02-24,2025-02-28,Delivered
2519,2519,2025-09-07,2025-09-09,Delivered
2520,2520,2024-04-13,2024-04-17,Delivered
2521,2521,2024-04-05,2024-04-08,Returned
2522,2522,2025-05-04,2025-05-10,Returned
2523,2523,2025-07-06,2025-07-10,Delivered
2524,2524,2025-10-15,2025-10-22,Delivered
2525,2525,2024-09-21,2024-09-25,Delivered
2526,2526,2025-01-11,2025-01-16,Delivered
2527,2527,2025-05-07,2025-05-13,Delivered
2528,2528,2025-08-10,2025-08-14,Delivered
2529,2529,2024-05-13,2024-05-17,Delivered
2530,2530,2024-04-09,2024-04-14,Delivered
2531,2531,2025-09-24,2025-09-29,Delivered
2532,2532,2024-07-10,2024-07-13,Delivered
2533,2533,2025-12-30,2026-01-04,Delivered
2534,2534,2025-06-14,2025-06-18,Returned
2535,2535,2024-05-15,2024-05-17,Delivered
2536,2536,2024-05-30,2024-06-02,Delivered
2537,2537,,,Cancelled
2538,2538,2025-10-10,2025-10-14,Delivered
2539,2539,2024-01-16,2024-01-20,Delivered
2540,2540,2024-09-02,2024-09-05,Delivered
2541,2541,2025-08-11,2025-08-14,Delivered
2542,2542,,,Cancelled
2543,2543,2025-08-17,2025-08-22,Delivered
2544,2544,2025-04-12,2025-04-16,Delivered
2545,2545,2024-05-02,2024-05-06,Delivered
2546,2546,2025-06-11,2025-06-17,Delivered
2547,2547,2024-07-10,2024-07-13,Delivered
2548,2548,2025-05-17,2025-05-22,Delivered
2549,2549,2025-11-16,2025-11-20,Delivered
2550,2550,2024-03-07,2024-03-10,Delivered
2551,2551,2025-07-13,2025-07-17,Delivered
2552,2552,2025-04-14,2025-04-18,Delivered
2553,2553,,,Cancelled
2554,2554,2025-04-11,2025-04-20,Delivered
2555,2555,2024-03-28,2024-03-31,Delivered
2556,2556,2025-06-08,2025-06-14,Delivered
2557,2557,2024-08-18,2024-08-21,Delivered
2558,2558,2024-12-30,2025-01-01,Delivered
2559,2559,2025-08-01,2025-08-05,Delivered
2560,2560,2025-06-30,2025-07-04,Delivered
2561,2561,2025-06-29,2025-07-03,Delivered
2562,2562,2025-11-29,2025-12-05,Delivered
2563,2563,,,Cancelled
2564,2564,2024-06-06,2024-06-09,Returned
2565,2565,2025-03-12,2025-03-16,Delivered
2566,2566,2025-02-17,2025-02-22,Delivered
2567,2567,2025-03-10,2025-03-13,Delivered
2568,2568,2024-11-04,2024-11-08,Delivered
2569,2569,2025-07-26,2025-08-02,Delivered
2570,2570,2025-09-21,2025-09-28,Returned
2571,2571,2025-02-26,2025-03-03,Delivered
2572,2572,2024-06-15,2024-06-18,Delivered
2573,2573,2025-10-24,2025-10-29,Delivered
2574,2574,2024-09-14,2024-09-17,Delivered
2575,2575,,,Cancelled
2576,2576,2025-08-25,2025-08-30,Delivered
2577,2577,2024-05-27,2024-06-02,Delivered
2578,2578,2024-01-15,2024-01-19,Delivered
2579,2579,2025-06-21,2025-06-25,Delivered
2580,2580,2025-04-29,2025-05-05,Delivered
2581,2581,2024-05-09,2024-05-15,Delivered
2582,2582,,,Cancelled
2583,2583,2024-12-18,2024-12-21,Returned
2584,2584,2025-01-26,2025-02-01,Delivered
2585,2585,2025-03-14,2025-03-20,Delivered
2586,2586,2025-12-11,2025-12-17,Delivered
2587,2587,2025-06-21,2025-06-24,Delivered
2588,2588,,,Cancelled
2589,2589,,,Cancelled
2590,2590,2025-03-21,2025-03-23,Delivered
2591,2591,2024-10-16,2024-10-23,Delivered
2592,2592,2024-09-15,2024-09-21,Delivered
2593,2593,2025-11-14,2025-11-16,Returned
2594,2594,2024-01-17,2024-01-21,Delivered
2595,2595,2024-09-06,2024-09-15,Delivered
2596,2596,2025-03-21,2025-03-30,Delivered
2597,2597,2025-12-29,2026-01-04,Delivered
2598,2598,2025-08-03,2025-08-08,Delivered
2599,2599,2025-11-15,2025-11-19,Delivered
2600,2600,2025-08-29,2025-08-31,Returned
2601,2601,2024-04-10,2024-04-14,Returned
2602,2602,2025-01-07,2025-01-09,Delivered
2603,2603,2025-09-11,2025-09-14,Delivered
2604,2604,2024-02-11,2024-02-16,Delivered
2605,2605,,,Cancelled
2606,2606,2025-02-13,2025-02-18,Delivered
2607,2607,2025-11-17,2025-11-22,Delivered
2608,2608,2024-01-26,2024-01-29,Returned
2609,2609,2024-10-28,2024-11-02,Delivered
2610,2610,2025-04-14,2025-04-17,Delivered
2611,2611,2024-12-21,2024-12-25,Returned
2612,2612,2024-10-12,2024-10-18,Delivered
2613,2613,2025-04-16,2025-04-23,Returned
2614,2614,2024-06-15,2024-06-19,Delivered
2615,2615,2025-07-16,2025-07-21,Delivered
2616,2616,,,Cancelled
2617,2617,2024-04-02,2024-04-05,Delivered
2618,2618,,,Cancelled
2619,2619,2024-04-04,2024-04-10,Delivered
2620,2620,2025-05-27,2025-06-01,Delivered
2621,2621,,,Cancelled
2622,2622,2024-12-26,2024-12-30,Delivered
2623,2623,2025-01-06,2025-01-10,Returned
2624,2624,2024-01-19,2024-01-24,Delivered
2625,2625,2025-06-04,2025-06-09,Delivered
2626,2626,2025-07-30,2025-08-04,Delivered
2627,2627,2025-12-14,2025-12-20,Delivered
2628,2628,,,Cancelled
2629,2629,2025-02-21,2025-02-27,Delivered
2630,2630,2025-06-30,2025-07-03,Delivered
2631,2631,,,Cancelled
2632,2632,2024-10-29,2024-11-03,Delivered
2633,2633,2024-11-30,2024-12-06,Delivered
2634,2634,2024-09-09,2024-09-13,Delivered
2635,2635,2024-01-28,2024-02-03,Delivered
2636,2636,,,Cancelled
2637,2637,2025-10-26,2025-10-30,Delivered
2638,2638,,,Cancelled
2639,2639,2025-03-28,2025-04-02,Delivered
2640,2640,2024-07-16,2024-07-23,Delivered
2641,2641,2025-08-20,2025-08-24,Delivered
2642,2642,2025-02-02,2025-02-07,Delivered
2643,2643,2025-01-10,2025-01-12,Delivered
2644,2644,2024-08-31,2024-09-09,Delivered
2645,2645,2025-12-11,2025-12-18,Delivered
2646,2646,2025-12-21,2025-12-28,Delivered
2647,2647,2024-05-12,2024-05-16,Returned
2648,2648,2025-06-06,2025-06-12,Delivered
2649,2649,2024-04-18,2024-04-22,Delivered
2650,2650,2025-12-21,2025-12-23,Returned
2651,2651,2024-08-18,2024-08-27,Delivered
2652,2652,2024-02-26,2024-02-29,Delivered
2653,2653,2025-08-31,2025-09-04,Delivered
2654,2654,2024-01-26,2024-01-29,Delivered
2655,2655,2024-02-29,2024-03-03,Delivered
2656,2656,2024-06-02,2024-06-05,Delivered
2657,2657,2024-10-12,2024-10-18,Delivered
2658,2658,2024-01-31,2024-02-03,Delivered
2659,2659,2025-12-25,2025-12-28,Returned
2660,2660,2025-11-11,2025-11-14,Delivered
2661,2661,2025-11-24,2025-11-27,Delivered
2662,2662,2025-06-07,2025-06-14,Delivered
2663,2663,2025-11-29,2025-12-03,Delivered
2664,2664,2025-09-19,2025-09-22,Delivered
2665,2665,2025-08-25,2025-08-28,Delivered
2666,2666,2025-09-21,2025-09-23,Delivered
2667,2667,2024-06-15,2024-06-19,Delivered
2668,2668,2024-07-05,2024-07-11,Delivered
2669,2669,2025-05-22,2025-05-25,Delivered
2670,2670,2024-04-08,2024-04-15,Delivered
2671,2671,2025-12-04,2025-12-09,Delivered
2672,2672,2025-12-16,2025-12-23,Delivered
2673,2673,2024-07-09,2024-07-13,Delivered
2674,2674,,,Cancelled
2675,2675,2024-04-03,2024-04-05,Delivered
2676,2676,2024-08-21,2024-08-25,Returned
2677,2677,2024-03-27,2024-04-01,Delivered
2678,2678,2025-06-21,2025-06-26,Delivered
2679,2679,2024-03-04,2024-03-11,Delivered
2680,2680,2024-04-09,2024-04-13,Delivered
2681,2681,2024-01-14,2024-01-18,Delivered
2682,2682,2024-02-01,2024-02-05,Delivered
2683,2683,2024-03-14,2024-03-18,Delivered
2684,2684,2025-05-27,2025-06-01,Delivered
2685,2685,,,Cancelled
2686,2686,2024-06-08,2024-06-13,Delivered
2687,2687,,,Cancelled
2688,2688,2024-07-03,2024-07-07,Delivered
2689,2689,2025-04-03,2025-04-08,Delivered
2690,2690,2025-07-05,2025-07-10,Delivered
2691,2691,2024-10-27,2024-10-29,Delivered
2692,2692,2025-08-28,2025-08-30,Delivered
2693,2693,2025-05-27,2025-06-05,Delivered
2694,2694,2024-12-14,2024-12-19,Returned
2695,2695,2025-02-04,2025-02-07,Returned
2696,2696,2025-07-24,2025-07-28,Delivered
2697,2697,2024-05-27,2024-05-30,Returned
2698,2698,2024-07-13,2024-07-20,Delivered
2699,2699,2025-05-09,2025-05-12,Delivered
2700,2700,,,Cancelled
2701,2701,2025-11-13,2025-11-17,Delivered
2702,2702,2025-08-02,2025-08-08,Delivered
2703,2703,2025-02-10,2025-02-13,Delivered
2704,2704,2024-11-25,2024-11-27,Delivered
2705,2705,2024-10-28,2024-11-01,Delivered
2706,2706,2025-01-22,2025-01-26,Delivered
2707,2707,2024-04-19,2024-04-25,Delivered
2708,2708,2025-02-05,2025-02-10,Delivered
2709,2709,2024-10-22,2024-10-25,Delivered
2710,2710,2024-02-14,2024-02-18,Returned
2711,2711,,,Cancelled
2712,2712,2024-06-29,2024-07-04,Delivered
2713,2713,2025-07-03,2025-07-05,Delivered
2714,2714,2025-01-30,2025-02-03,Delivered
2715,2715,,,Cancelled
2716,2716,,,Cancelled
2717,2717,2025-01-15,2025-01-22,Delivered
2718,2718,2024-08-08,2024-08-13,Delivered
2719,2719,2024-08-15,2024-08-24,Delivered
2720,2720,2024-07-28,2024-08-01,Delivered
2721,2721,2025-09-21,2025-09-26,Delivered
2722,2722,2024-08-01,2024-08-07,Delivered
2723,2723,2024-01-07,2024-01-12,Delivered
2724,2724,2024-12-05,2024-12-10,Returned
2725,2725,,,Cancelled
2726,2726,2024-02-17,2024-02-22,Delivered
2727,2727,2025-10-01,2025-10-04,Delivered
2728,2728,2025-03-10,2025-03-16,Delivered
2729,2729,2025-10-05,2025-10-14,Delivered
2730,2730,,,Cancelled
2731,2731,2025-12-08,2025-12-11,Delivered
2732,2732,,,Cancelled
2733,2733,2025-05-16,2025-05-20,Delivered
2734,2734,2025-12-12,2025-12-16,Delivered
2735,2735,2025-04-07,2025-04-09,Delivered
2736,2736,2024-03-15,2024-03-19,Delivered
2737,2737,2025-05-16,2025-05-20,Delivered
2738,2738,2024-06-23,2024-06-25,Delivered
2739,2739,2025-12-14,2025-12-17,Delivered
2740,2740,2024-10-20,2024-10-25,Delivered
2741,2741,,,Cancelled
2742,2742,2024-07-27,2024-07-29,Delivered
2743,2743,2024-07-27,2024-08-01,Delivered
2744,2744,2025-04-26,2025-04-30,Delivered
2745,2745,2024-02-10,2024-02-15,Delivered
2746,2746,2025-12-12,2025-12-17,Delivered
2747,2747,2025-01-17,2025-01-20,Delivered
2748,2748,2025-09-05,2025-09-08,Delivered
2749,2749,2024-07-13,2024-07-16,Delivered
2750,2750,2025-08-06,2025-08-09,Returned
2751,2751,2024-09-16,2024-09-22,Delivered
2752,2752,2025-10-23,2025-10-26,Delivered
2753,2753,2024-10-28,2024-11-02,Delivered
2754,2754,2025-10-07,2025-10-09,Delivered
2755,2755,,,Cancelled
2756,2756,2024-09-11,2024-09-15,Delivered
2757,2757,2024-06-15,2024-06-17,Delivered
2758,2758,2024-03-01,2024-03-06,Delivered
2759,2759,2025-06-16,2025-06-21,Delivered
2760,2760,2024-06-23,2024-07-02,Returned
2761,2761,,,Cancelled
2762,2762,2024-08-29,2024-09-03,Delivered
2763,2763,2024-03-01,2024-03-05,Delivered
2764,2764,2024-08-19,2024-08-24,Delivered
2765,2765,2024-03-17,2024-03-22,Delivered
2766,2766,2025-05-03,2025-05-09,Delivered
2767,2767,2025-12-04,2025-12-13,Delivered
2768,2768,2024-09-01,2024-09-03,Delivered
2769,2769,2024-12-21,2024-12-27,Delivered
2770,2770,2024-06-08,2024-06-13,Delivered
2771,2771,2024-08-18,2024-08-22,Delivered
2772,2772,2024-06-28,2024-07-05,Returned
2773,2773,2024-06-16,2024-06-18,Delivered
2774,2774,2024-11-06,2024-11-09,Delivered
2775,2775,,,Cancelled
2776,2776,2024-05-09,2024-05-13,Delivered
2777,2777,,,Cancelled
2778,2778,2025-04-11,2025-04-18,Returned
2779,2779,2025-01-09,2025-01-12,Delivered
2780,2780,2024-05-19,2024-05-24,Delivered
2781,2781,2024-08-12,2024-08-16,Delivered
2782,2782,2025-11-07,2025-11-09,Delivered
2783,2783,2025-07-16,2025-07-20,Delivered
2784,2784,2024-08-07,2024-08-14,Delivered
2785,2785,2025-07-10,2025-07-14,Delivered
2786,2786,2025-10-02,2025-10-06,Delivered
2787,2787,,,Cancelled
2788,2788,2025-01-29,2025-02-05,Delivered
2789,2789,2025-03-30,2025-04-05,Delivered
2790,2790,2025-08-06,2025-08-10,Delivered
2791,2791,2025-11-30,2025-12-09,Delivered
2792,2792,2025-02-16,2025-02-22,Delivered
2793,2793,2024-06-05,2024-06-09,Delivered
2794,2794,2024-05-16,2024-05-20,Delivered
2795,2795,2025-09-22,2025-09-27,Delivered
2796,2796,2024-02-08,2024-02-17,Delivered
2797,2797,2024-03-31,2024-04-06,Delivered
2798,2798,,,Cancelled
2799,2799,2025-01-01,2025-01-08,Delivered
2800,2800,,,Cancelled
2801,2801,2025-10-03,2025-10-08,Delivered
2802,2802,2025-04-04,2025-04-13,Delivered
2803,2803,2024-10-26,2024-11-01,Delivered
2804,2804,2024-06-14,2024-06-19,Delivered
2805,2805,2025-07-02,2025-07-07,Delivered
2806,2806,2025-07-22,2025-07-26,Delivered
2807,2807,2025-12-08,2025-12-11,Returned
2808,2808,2024-06-02,2024-06-11,Delivered
2809,2809,2024-05-21,2024-05-26,Delivered
2810,2810,2024-06-25,2024-06-30,Delivered
2811,2811,2025-01-09,2025-01-13,Delivered
2812,2812,2025-04-04,2025-04-06,Returned
2813,2813,2025-11-21,2025-11-25,Delivered
2814,2814,2024-03-31,2024-04-06,Delivered
2815,2815,2025-10-03,2025-10-07,Delivered
2816,2816,2024-06-04,2024-06-11,Returned
2817,2817,2025-11-18,2025-11-22,Returned
2818,2818,2024-10-28,2024-10-30,Delivered
2819,2819,2024-03-29,2024-04-04,Delivered
2820,2820,2025-05-24,2025-05-28,Delivered
2821,2821,2025-03-06,2025-03-10,Delivered
2822,2822,2024-07-16,2024-07-20,Delivered
2823,2823,2024-01-27,2024-02-02,Delivered
2824,2824,2024-02-25,2024-03-02,Delivered
2825,2825,2024-09-29,2024-10-02,Returned
2826,2826,2024-02-12,2024-02-18,Delivered
2827,2827,2025-11-06,2025-11-10,Delivered
2828,2828,2025-07-19,2025-07-28,Delivered
2829,2829,2025-10-02,2025-10-07,Delivered
2830,2830,2024-11-07,2024-11-11,Delivered
2831,2831,2025-01-25,2025-01-29,Delivered
2832,2832,2024-10-04,2024-10-11,Delivered
2833,2833,2025-06-11,2025-06-15,Delivered
2834,2834,2024-05-17,2024-05-20,Delivered
2835,2835,2024-07-18,2024-07-25,Delivered
2836,2836,2025-04-08,2025-04-13,Delivered
2837,2837,,,Cancelled
2838,2838,2024-05-12,2024-05-16,Delivered
2839,2839,2025-01-19,2025-01-22,Delivered
2840,2840,,,Cancelled
2841,2841,2024-01-17,2024-01-20,Delivered
2842,2842,2025-09-25,2025-09-30,Delivered
2843,2843,,,Cancelled
2844,2844,2025-11-13,2025-11-17,Delivered
2845,2845,2025-12-23,2025-12-27,Delivered
2846,2846,2024-03-26,2024-04-02,Delivered
2847,2847,2024-04-05,2024-04-07,Delivered
2848,2848,2024-08-29,2024-09-02,Delivered
2849,2849,2025-02-02,2025-02-07,Delivered
2850,2850,2025-05-03,2025-05-09,Delivered
2851,2851,2025-09-12,2025-09-16,Delivered
2852,2852,,,Cancelled
2853,2853,2025-03-31,2025-04-05,Delivered
2854,2854,2024-07-02,2024-07-05,Delivered
2855,2855,2025-07-12,2025-07-15,Returned
2856,2856,2024-05-07,2024-05-10,Delivered
2857,2857,2024-07-11,2024-07-14,Delivered
2858,2858,2024-06-16,2024-06-21,Delivered
2859,2859,2024-11-01,2024-11-07,Delivered
2860,2860,2024-10-22,2024-10-26,Delivered
2861,2861,2024-12-22,2024-12-27,Delivered
2862,2862,2025-11-04,2025-11-10,Delivered
2863,2863,2024-06-17,2024-06-20,Delivered
2864,2864,2024-12-19,2024-12-26,Delivered
2865,2865,2025-03-18,2025-03-22,Delivered
2866,2866,2025-04-03,2025-04-06,Returned
2867,2867,2024-04-02,2024-04-07,Delivered
2868,2868,2025-01-08,2025-01-14,Delivered
2869,2869,2024-03-09,2024-03-14,Delivered
2870,2870,2024-11-23,2024-11-26,Delivered
2871,2871,2025-05-09,2025-05-16,Delivered
2872,2872,2025-05-16,2025-05-18,Delivered
2873,2873,2024-07-14,2024-07-21,Delivered
2874,2874,2025-12-11,2025-12-15,Delivered
2875,2875,2025-04-19,2025-04-25,Returned
2876,2876,,,Cancelled
2877,2877,2025-04-10,2025-04-15,Delivered
2878,2878,2025-02-01,2025-02-06,Returned
2879,2879,2024-05-24,2024-05-30,Delivered
2880,2880,2025-10-11,2025-10-16,Delivered
2881,2881,,,Cancelled
2882,2882,2025-09-02,2025-09-07,Delivered
2883,2883,2025-02-05,2025-02-09,Delivered
2884,2884,2024-07-22,2024-07-31,Delivered
2885,2885,2024-11-09,2024-11-13,Delivered
2886,2886,2025-05-15,2025-05-19,Delivered
2887,2887,2025-03-22,2025-03-28,Delivered
2888,2888,2024-03-05,2024-03-11,Returned
2889,2889,2024-11-28,2024-12-02,Delivered
2890,2890,2024-05-25,2024-05-28,Delivered
2891,2891,2024-08-12,2024-08-15,Delivered
2892,2892,2024-11-12,2024-11-16,Delivered
2893,2893,2024-11-16,2024-11-20,Delivered
2894,2894,2024-05-07,2024-05-16,Delivered
2895,2895,2024-12-16,2024-12-25,Delivered
2896,2896,2024-05-12,2024-05-21,Delivered
2897,2897,2024-03-07,2024-03-13,Delivered
2898,2898,2024-09-12,2024-09-16,Returned
2899,2899,2024-08-28,2024-09-01,Delivered
2900,2900,2025-05-04,2025-05-07,Delivered
2901,2901,2024-12-06,2024-12-09,Delivered
2902,2902,2024-11-26,2024-11-29,Delivered
2903,2903,2024-08-25,2024-08-27,Delivered
2904,2904,2024-09-14,2024-09-21,Delivered
2905,2905,2024-01-21,2024-01-24,Delivered
2906,2906,2025-01-30,2025-02-05,Delivered
2907,2907,2025-06-27,2025-07-01,Delivered
2908,2908,2024-09-30,2024-10-04,Delivered
2909,2909,2024-07-18,2024-07-27,Delivered
2910,2910,2024-03-03,2024-03-06,Delivered
2911,2911,2024-01-05,2024-01-09,Delivered
2912,2912,2025-05-11,2025-05-13,Delivered
2913,2913,2024-11-26,2024-12-02,Returned
2914,2914,,,Cancelled
2915,2915,2024-07-12,2024-07-14,Delivered
2916,2916,,,Cancelled
2917,2917,2025-06-01,2025-06-10,Delivered
2918,2918,2025-03-10,2025-03-13,Delivered
2919,2919,2024-11-03,2024-11-09,Delivered
2920,2920,2024-01-27,2024-01-30,Delivered
2921,2921,2025-03-09,2025-03-13,Delivered
2922,2922,2024-06-01,2024-06-07,Delivered
2923,2923,2024-06-11,2024-06-13,Delivered
2924,2924,2024-04-21,2024-04-27,Delivered
2925,2925,2025-12-27,2025-12-30,Delivered
2926,2926,2025-08-25,2025-08-28,Delivered
2927,2927,,,Cancelled
2928,2928,2025-05-04,2025-05-08,Delivered
2929,2929,2025-01-22,2025-01-27,Delivered
2930,2930,2025-10-25,2025-10-30,Delivered
2931,2931,2025-09-22,2025-09-27,Delivered
2932,2932,2025-08-05,2025-08-08,Delivered
2933,2933,2024-02-28,2024-03-04,Delivered
2934,2934,2025-05-25,2025-05-30,Returned
2935,2935,2024-06-05,2024-06-14,Delivered
2936,2936,2026-01-01,2026-01-05,Delivered
2937,2937,2025-01-02,2025-01-04,Delivered
2938,2938,2024-03-15,2024-03-18,Delivered
2939,2939,2025-06-24,2025-07-01,Delivered
2940,2940,2025-12-14,2025-12-17,Delivered
2941,2941,2024-08-02,2024-08-06,Delivered
2942,2942,2024-09-26,2024-10-01,Delivered
2943,2943,2025-12-01,2025-12-03,Delivered
2944,2944,2025-12-16,2025-12-21,Delivered
2945,2945,2024-08-15,2024-08-21,Returned
2946,2946,2024-05-21,2024-05-24,Delivered
2947,2947,2025-10-14,2025-10-19,Delivered
2948,2948,2024-10-26,2024-10-30,Delivered
2949,2949,2025-12-16,2025-12-19,Delivered
2950,2950,2024-07-25,2024-07-30,Delivered
2951,2951,2025-08-20,2025-08-27,Delivered
2952,2952,,,Cancelled
2953,2953,2024-06-18,2024-06-24,Delivered
2954,2954,2024-01-10,2024-01-14,Delivered
2955,2955,2024-10-02,2024-10-07,Delivered
2956,2956,2024-06-13,2024-06-17,Delivered
2957,2957,2024-12-11,2024-12-17,Delivered
2958,2958,2025-02-08,2025-02-12,Delivered
2959,2959,2024-02-02,2024-02-07,Delivered
2960,2960,2025-11-19,2025-11-22,Delivered
2961,2961,2024-07-09,2024-07-15,Delivered
2962,2962,2024-04-20,2024-04-22,Returned
2963,2963,2024-07-24,2024-07-29,Delivered
2964,2964,2025-12-08,2025-12-12,Delivered
2965,2965,2024-11-09,2024-11-13,Delivered
2966,2966,2025-10-06,2025-10-10,Delivered
2967,2967,2024-09-16,2024-09-22,Delivered
2968,2968,,,Cancelled
2969,2969,2024-12-10,2024-12-14,Delivered
2970,2970,2025-02-03,2025-02-10,Delivered
2971,2971,2025-09-09,2025-09-12,Returned
2972,2972,2025-07-29,2025-08-04,Delivered
2973,2973,2024-09-12,2024-09-14,Delivered
2974,2974,2024-01-03,2024-01-07,Delivered
2975,2975,2024-01-15,2024-01-19,Returned
2976,2976,2025-04-01,2025-04-03,Delivered
2977,2977,2024-06-13,2024-06-17,Delivered
2978,2978,2025-10-26,2025-10-30,Returned
2979,2979,2025-01-18,2025-01-21,Delivered
2980,2980,2024-01-26,2024-02-02,Delivered
2981,2981,2024-05-05,2024-05-09,Delivered
2982,2982,,,Cancelled
2983,2983,,,Cancelled
2984,2984,2025-05-05,2025-05-09,Delivered
2985,2985,,,Cancelled
2986,2986,2025-12-13,2025-12-16,Delivered
2987,2987,2025-12-23,2025-12-25,Delivered
2988,2988,2025-12-12,2025-12-17,Delivered
2989,2989,2025-11-27,2025-11-30,Delivered
2990,2990,2025-03-19,2025-03-23,Delivered
2991,2991,,,Cancelled
2992,2992,2024-03-06,2024-03-10,Delivered
2993,2993,2025-05-07,2025-05-11,Delivered
2994,2994,2025-11-21,2025-11-26,Returned
2995,2995,2024-08-31,2024-09-03,Delivered
2996,2996,,,Cancelled
2997,2997,2025-03-24,2025-03-28,Returned
2998,2998,,,Cancelled
2999,2999,2024-10-23,2024-10-29,Delivered
3000,3000,2025-04-14,2025-04-23,Delivered
3001,3001,2025-11-07,2025-11-10,Delivered
3002,3002,2024-06-01,2024-06-06,Delivered
3003,3003,2025-02-21,2025-02-26,Delivered
3004,3004,2025-04-25,2025-05-01,Delivered
3005,3005,2025-11-22,2025-11-25,Delivered
3006,3006,2025-01-06,2025-01-11,Delivered
3007,3007,2024-05-23,2024-05-28,Returned
3008,3008,2025-04-25,2025-05-02,Delivered
3009,3009,,,Cancelled
3010,3010,2025-06-03,2025-06-07,Delivered
3011,3011,,,Cancelled
3012,3012,2025-08-12,2025-08-17,Returned
3013,3013,2024-07-30,2024-08-03,Delivered
3014,3014,2025-03-07,2025-03-09,Returned
3015,3015,2024-02-14,2024-02-18,Delivered
3016,3016,2024-09-20,2024-09-22,Delivered
3017,3017,2024-08-22,2024-08-26,Delivered
3018,3018,2025-05-17,2025-05-24,Delivered
3019,3019,2025-01-18,2025-01-22,Returned
3020,3020,2025-11-04,2025-11-08,Delivered
3021,3021,2025-02-23,2025-03-01,Delivered
3022,3022,2024-08-21,2024-08-24,Delivered
3023,3023,2025-12-12,2025-12-15,Delivered
3024,3024,2025-06-02,2025-06-08,Delivered
3025,3025,2024-03-15,2024-03-21,Returned
3026,3026,,,Cancelled
3027,3027,2025-10-17,2025-10-19,Returned
3028,3028,2024-01-26,2024-01-30,Delivered
3029,3029,,,Cancelled
3030,3030,2024-03-15,2024-03-19,Delivered
3031,3031,2024-05-04,2024-05-09,Returned
3032,3032,2025-02-17,2025-02-24,Delivered
3033,3033,2024-12-18,2024-12-24,Delivered
3034,3034,2025-03-15,2025-03-18,Delivered
3035,3035,2025-10-14,2025-10-17,Delivered
3036,3036,2025-05-20,2025-05-24,Delivered
3037,3037,2024-02-02,2024-02-05,Delivered
3038,3038,2025-01-28,2025-02-03,Delivered
3039,3039,2025-12-08,2025-12-13,Delivered
3040,3040,2025-12-03,2025-12-07,Returned
3041,3041,2024-02-12,2024-02-15,Delivered
3042,3042,2025-05-02,2025-05-07,Delivered
3043,3043,,,Cancelled
3044,3044,2024-04-07,2024-04-13,Delivered
3045,3045,2024-09-05,2024-09-10,Returned
3046,3046,2024-11-27,2024-11-30,Delivered
3047,3047,2025-04-09,2025-04-12,Delivered
3048,3048,2024-01-12,2024-01-16,Delivered
3049,3049,2025-11-23,2025-11-28,Returned
3050,3050,2024-03-12,2024-03-18,Delivered
3051,3051,2025-12-17,2025-12-24,Delivered
3052,3052,2025-07-03,2025-07-09,Delivered
3053,3053,2025-08-23,2025-08-28,Delivered
3054,3054,2024-06-29,2024-07-04,Delivered
3055,3055,2024-02-11,2024-02-16,Delivered
3056,3056,2024-04-24,2024-05-01,Delivered
3057,3057,2024-03-21,2024-03-25,Delivered
3058,3058,2024-01-09,2024-01-13,Delivered
3059,3059,2025-11-02,2025-11-06,Delivered
3060,3060,2024-11-08,2024-11-12,Delivered
3061,3061,,,Cancelled
3062,3062,2026-01-01,2026-01-05,Delivered
3063,3063,2024-04-30,2024-05-04,Delivered
3064,3064,2025-09-14,2025-09-18,Delivered
3065,3065,2025-01-12,2025-01-16,Delivered
3066,3066,2025-06-23,2025-06-29,Delivered
3067,3067,2024-04-20,2024-04-24,Delivered
3068,3068,2025-03-23,2025-03-28,Delivered
3069,3069,2024-03-09,2024-03-13,Delivered
3070,3070,2025-11-12,2025-11-14,Delivered
3071,3071,2024-09-07,2024-09-10,Delivered
3072,3072,2024-03-31,2024-04-03,Delivered
3073,3073,2025-04-03,2025-04-09,Returned
3074,3074,2025-07-26,2025-07-31,Delivered
3075,3075,2025-11-04,2025-11-10,Delivered
3076,3076,2025-07-28,2025-07-30,Delivered
3077,3077,2024-11-05,2024-11-07,Delivered
3078,3078,2024-01-14,2024-01-17,Delivered
3079,3079,2024-01-16,2024-01-22,Delivered
3080,3080,2025-08-24,2025-08-29,Delivered
3081,3081,2024-05-22,2024-05-24,Returned
3082,3082,2025-05-08,2025-05-11,Delivered
3083,3083,2025-05-05,2025-05-10,Delivered
3084,3084,2025-02-04,2025-02-07,Delivered
3085,3085,2024-03-15,2024-03-19,Delivered
3086,3086,,,Cancelled
3087,3087,2025-05-06,2025-05-10,Returned
3088,3088,2025-08-03,2025-08-06,Delivered
3089,3089,2025-03-01,2025-03-03,Delivered
3090,3090,2024-09-28,2024-10-01,Delivered
