Payment_ID,Order_ID,Payment_Method,Amount,Payment_Status
2541,2541,Wallet,32468.35,Successful
2542,2542,Credit Card,76828.89,Failed
2543,2543,Credit Card,67824.54,Successful
2544,2544,Net Banking,29508.14,Successful
2545,2545,UPI,61480.26,Successful
2546,2546,Net Banking,209412.96,Successful
2547,2547,UPI,152443.12,Successful
2548,2548,COD,121105.3,Successful
2549,2549,Wallet,40707.8,Successful
2550,2550,COD,191717.64,Successful
2551,2551,COD,54408.18,Successful
2552,2552,Credit Card,114507.33,Successful
2553,2553,Credit Card,32949.93,Failed
2554,2554,COD,108325.15,Successful
2555,2555,Debit Card,191585.97,Successful
2556,2556,Debit Card,95048.96,Successful
2557,2557,Net Banking,35014.84,Successful
2558,2558,Net Banking,14428.67,Successful
2559,2559,Net Banking,53653.2,Failed
2560,2560,Net Banking,66309.87,Successful
2561,2561,Net Banking,82118.26,Successful
2562,2562,Wallet,28507.38,Successful
2563,2563,Debit Card,116416.42,Failed
2564,2564,Debit Card,161542.24,Successful
2565,2565,COD,54164.02,Successful
2566,2566,Credit Card,114424.85,Failed
2567,2567,UPI,77896.47,Successful
2568,2568,COD,115445.04,Successful
2569,2569,Wallet,36857.73,Successful
2570,2570,COD,10784.99,Successful
2571,2571,Credit Card,161241.15,Successful
2572,2572,Credit Card,6537.84,Successful
2573,2573,Wallet,77245.79,Successful
2574,2574,Wallet,74892.52,Successful
2575,2575,COD,101900.93,Failed
2576,2576,Net Banking,63949.27,Successful
2577,2577,Net Banking,53234.87,Successful
2578,2578,COD,60802.2,Successful
2579,2579,UPI,92716.25,Successful
2580,2580,Debit Card,47366.29,Successful
2581,2581,Credit Card,29776.4,Successful
2582,2582,UPI,2179.28,Failed
2583,2583,Credit Card,188130.87,Successful
2584,2584,Net Banking,88009.86,Successful
2585,2585,UPI,151134.96,Failed
2586,2586,Wallet,53409.34,Successful
2587,2587,UPI,150755.67,Successful
2588,2588,Debit Card,240310.75,Failed
2589,2589,Net Banking,27589.46,Failed
2590,2590,COD,61329.11,Successful
2591,2591,UPI,45654.43,Successful
2592,2592,Credit Card,85193.04,Successful
2593,2593,UPI,87358.93,Successful
2594,2594,Wallet,53541.87,Successful
2595,2595,Net Banking,75144.54,Successful
2596,2596,Credit Card,192469.7,Successful
2597,2597,COD,68249.8,Successful
2598,2598,Credit Card,9897.54,Successful
2599,2599,Wallet,4694.37,Successful
2600,2600,Wallet,214309.02,Successful
2601,2601,COD,21572.02,Successful
2602,2602,COD,43577.3,Successful
2603,2603,Credit Card,19725.1,Successful
2604,2604,Net Banking,46644.26,Successful
2605,2605,Wallet,140059.42,Failed
2606,2606,COD,160026.68,Successful
2607,2607,Wallet,19829.05,Successful
2608,2608,Net Banking,54387.96,Successful
2609,2609,COD,38097.65,Successful
2610,2610,Debit Card,71888.66,Successful
2611,2611,Net Banking,20776.07,Successful
2612,2612,COD,18523.24,Successful
2613,2613,COD,14823.3,Successful
2614,2614,COD,34385.56,Successful
2615,2615,Wallet,22234.95,Successful
2616,2616,Wallet,66547.09,Failed
2617,2617,UPI,71688.88,Successful
2618,2618,Wallet,176611.46,Failed
2619,2619,COD,73253.95,Successful
2620,2620,UPI,43986.62,Successful
2621,2621,COD,6347.08,Failed
2622,2622,Wallet,205502.96,Successful
2623,2623,UPI,101787.38,Successful
2624,2624,Credit Card,86394.03,Successful
2625,2625,Credit Card,118949.34,Successful
2626,2626,Debit Card,17711.38,Successful
2627,2627,Debit Card,46410.56,Successful
2628,2628,Credit Card,37456.21,Failed
2629,2629,Debit Card,17392.57,Successful
2630,2630,Credit Card,49101.9,Successful
2631,2631,Net Banking,29322.96,Failed
2632,2632,Credit Card,82253.45,Successful
2633,2633,Wallet,38840.79,Successful
2634,2634,Credit Card,13848.99,Successful
2635,2635,Credit Card,57006.53,Successful
2636,2636,UPI,112368.63,Failed
2637,2637,Debit Card,35374.11,Successful
2638,2638,Credit Card,73652.86,Failed
2639,2639,UPI,200843.64,Successful
2640,2640,Net Banking,124504.34,Successful
2641,2641,COD,174287.01,Successful
2642,2642,Credit Card,20010.6,Successful
2643,2643,Net Banking,74918.54,Successful
2644,2644,UPI,120384.6,Successful
2645,2645,Wallet,73681.03,Successful
2646,2646,Wallet,228844.59,Successful
2647,2647,UPI,10827.2,Failed
2648,2648,COD,108385.59,Successful
2649,2649,Debit Card,45421.4,Successful
2650,2650,Debit Card,82118.26,Successful
2651,2651,Credit Card,26305.85,Successful
2652,2652,Net Banking,143507.58,Successful
2653,2653,Wallet,97515.43,Successful
2654,2654,Wallet,23521.79,Successful
2655,2655,Net Banking,76104.72,Successful
2656,2656,Credit Card,137344.1,Successful
2657,2657,Net Banking,48483.81,Successful
2658,2658,Debit Card,117450.34,Successful
2659,2659,Net Banking,93106.75,Successful
2660,2660,Wallet,22138.16,Successful
2661,2661,UPI,27041.46,Successful
2662,2662,Credit Card,42578.23,Successful
2663,2663,Net Banking,90132.4,Successful
2664,2664,Wallet,103396.59,Successful
2665,2665,COD,58192.98,Successful
2666,2666,COD,201758.47,Successful
2667,2667,Net Banking,49934.05,Successful
2668,2668,Debit Card,26591.52,Successful
2669,2669,Net Banking,32973.74,Successful
2670,2670,Net Banking,9643.05,Successful
2671,2671,Wallet,4447.3,Successful
2672,2672,Debit Card,117194.46,Successful
2673,2673,UPI,217003.23,Failed
2674,2674,Net Banking,79375.3,Failed
2675,2675,Wallet,100051.54,Successful
2676,2676,Wallet,86088.19,Successful
2677,2677,Debit Card,124811.22,Successful
2678,2678,COD,166343.11,Successful
2679,2679,COD,101662.7,Successful
2680,2680,Net Banking,238398.2,Successful
2681,2681,Net Banking,71455.5,Successful
2682,2682,Credit Card,89576.55,Successful
2683,2683,Net Banking,102873.14,Successful
2684,2684,Debit Card,103317.54,Successful
2685,2685,COD,23215.16,Failed
2686,2686,Debit Card,45648.16,Successful
2687,2687,Wallet,62445.44,Failed
2688,2688,Debit Card,99315.25,Successful
2689,2689,Wallet,114617.22,Successful
2690,2690,Debit Card,21412.39,Successful
2691,2691,Wallet,19167.68,Successful
2692,2692,Credit Card,62704.81,Successful
2693,2693,UPI,70817.76,Successful
2694,2694,Credit Card,133132.24,Successful
2695,2695,UPI,139888.58,Successful
2696,2696,Net Banking,107224.27,Successful
2697,2697,Wallet,113777.18,Successful
2698,2698,Credit Card,199867.5,Successful
2699,2699,UPI,110113.2,Successful
2700,2700,Credit Card,61452.58,Failed
2701,2701,Credit Card,108846.94,Successful
2702,2702,UPI,79930.61,Failed
2703,2703,COD,38915.79,Successful
2704,2704,Credit Card,13836.35,Successful
2705,2705,UPI,39695.44,Failed
2706,2706,Wallet,128772.15,Successful
2707,2707,Credit Card,144132.08,Successful
2708,2708,Credit Card,35724.67,Successful
2709,2709,Debit Card,98485.79,Successful
2710,2710,Wallet,56218.1,Successful
2711,2711,Credit Card,78145.14,Failed
2712,2712,Debit Card,86603.68,Successful
2713,2713,Wallet,98806.7,Successful
2714,2714,UPI,128154.9,Successful
2715,2715,COD,61034.57,Failed
2716,2716,Wallet,106781.81,Failed
2717,2717,Credit Card,47642.24,Successful
2718,2718,UPI,100563.09,Successful
2719,2719,Credit Card,79026.54,Successful
2720,2720,Debit Card,30415.48,Successful
2721,2721,Credit Card,7357.28,Successful
2722,2722,Net Banking,249455.62,Successful
2723,2723,Wallet,22124.97,Successful
2724,2724,Credit Card,44046.4,Successful
2725,2725,UPI,45648.16,Failed
2726,2726,UPI,66282.57,Successful
2727,2727,Wallet,72564.62,Successful
2728,2728,Net Banking,144731.09,Failed
2729,2729,Credit Card,64106.18,Successful
2730,2730,Debit Card,201706.02,Failed
2731,2731,Wallet,99179.06,Successful
2732,2732,UPI,68163.64,Failed
2733,2733,Debit Card,37215.48,Successful
2734,2734,Credit Card,32354.97,Successful
2735,2735,Wallet,40777.85,Successful
2736,2736,Credit Card,914.84,Successful
2737,2737,UPI,55411.42,Successful
2738,2738,Net Banking,104935.27,Successful
2739,2739,Credit Card,11663.76,Successful
2740,2740,Credit Card,73735.18,Successful
2741,2741,UPI,66833.64,Failed
2742,2742,COD,192748.96,Successful
2743,2743,Wallet,139222.75,Successful
2744,2744,Wallet,96999.72,Successful
2745,2745,COD,34484.52,Successful
2746,2746,Credit Card,58976.25,Successful
2747,2747,Debit Card,32765.18,Successful
2748,2748,UPI,73590.32,Successful
2749,2749,Net Banking,83086.1,Successful
2750,2750,Wallet,139656.48,Successful
2751,2751,COD,140377.89,Failed
2752,2752,COD,63704.09,Successful
2753,2753,Net Banking,132943.38,Failed
2754,2754,Debit Card,178590.21,Successful
2755,2755,Debit Card,21003.38,Failed
2756,2756,Credit Card,126934.66,Successful
2757,2757,Debit Card,136262.91,Successful
2758,2758,Wallet,20715.72,Successful
2759,2759,UPI,118034.71,Successful
2760,2760,COD,194028.8,Successful
2761,2761,Net Banking,46148.78,Failed
2762,2762,Credit Card,21060.78,Successful
2763,2763,Wallet,103275.45,Successful
2764,2764,Net Banking,115129.42,Successful
2765,2765,UPI,56657.24,Successful
2766,2766,UPI,55694.4,Successful
2767,2767,Credit Card,36768.86,Successful
2768,2768,Wallet,95009.7,Successful
2769,2769,Wallet,75504.91,Successful
2770,2770,Credit Card,108773.74,Successful
2771,2771,UPI,14236.85,Successful
2772,2772,Wallet,2347.18,Successful
2773,2773,UPI,136505.87,Successful
2774,2774,Debit Card,23461.89,Successful
2775,2775,Credit Card,21014.51,Failed
2776,2776,Credit Card,81347.96,Successful
2777,2777,UPI,196627.17,Failed
2778,2778,COD,71970.81,Successful
2779,2779,COD,108376.73,Successful
2780,2780,UPI,45870.84,Successful
2781,2781,Net Banking,64936.71,Successful
2782,2782,Net Banking,40624.48,Successful
2783,2783,COD,132573.21,Successful
2784,2784,Credit Card,38132.02,Successful
2785,2785,Debit Card,77514.86,Successful
2786,2786,Net Banking,274874.51,Successful
2787,2787,Credit Card,16134.9,Failed
2788,2788,UPI,52258.42,Successful
2789,2789,UPI,26935.69,Successful
2790,2790,Net Banking,117820.18,Successful
2791,2791,Wallet,21429.0,Successful
2792,2792,Wallet,150196.12,Successful
2793,2793,COD,158824.11,Successful
2794,2794,Debit Card,27699.85,Successful
2795,2795,Debit Card,214257.37,Successful
2796,2796,UPI,47859.76,Successful
2797,2797,Credit Card,81393.28,Successful
2798,2798,Wallet,82407.32,Failed
2799,2799,Credit Card,46554.1,Successful
2800,2800,UPI,3953.15,Failed
2801,2801,Debit Card,73675.53,Successful
2802,2802,UPI,39800.31,Successful
2803,2803,UPI,122205.93,Successful
2804,2804,Debit Card,52413.51,Successful
2805,2805,COD,53409.34,Successful
2806,2806,Debit Card,11576.43,Successful
2807,2807,COD,44157.02,Successful
2808,2808,Credit Card,31813.48,Successful
2809,2809,Net Banking,30069.69,Successful
2810,2810,Debit Card,27017.87,Successful
2811,2811,COD,49942.04,Successful
2812,2812,COD,65453.17,Successful
2813,2813,Debit Card,19812.82,Successful
2814,2814,Wallet,47482.06,Successful
2815,2815,COD,41410.18,Successful
2816,2816,Credit Card,15074.32,Successful
2817,2817,Wallet,36095.84,Successful
2818,2818,COD,103891.93,Successful
2819,2819,Debit Card,130403.81,Successful
2820,2820,COD,42727.47,Successful
2821,2821,UPI,16619.7,Successful
2822,2822,Credit Card,195053.3,Successful
2823,2823,Net Banking,44339.42,Successful
2824,2824,Credit Card,119860.9,Successful
2825,2825,Debit Card,71931.41,Successful
2826,2826,Debit Card,66256.86,Successful
2827,2827,Wallet,79354.66,Successful
2828,2828,COD,76571.75,Successful
2829,2829,COD,92897.58,Successful
2830,2830,Net Banking,94981.5,Successful
2831,2831,COD,14610.3,Successful
2832,2832,Net Banking,14082.13,Successful
2833,2833,Wallet,16134.9,Successful
2834,2834,Credit Card,29928.47,Successful
2835,2835,Wallet,93849.08,Successful
2836,2836,Debit Card,125332.25,Successful
2837,2837,Credit Card,161460.49,Failed
2838,2838,Net Banking,27613.54,Successful
2839,2839,Net Banking,91141.73,Successful
2840,2840,Credit Card,124858.36,Failed
2841,2841,UPI,57753.34,Successful
2842,2842,UPI,29120.35,Successful
2843,2843,Net Banking,20267.4,Failed
2844,2844,Credit Card,20925.06,Successful
2845,2845,Debit Card,286965.22,Failed
2846,2846,Debit Card,51900.8,Successful
2847,2847,Credit Card,174953.06,Successful
2848,2848,Debit Card,100409.87,Successful
2849,2849,Net Banking,92962.3,Successful
2850,2850,COD,47066.48,Successful
2851,2851,COD,67016.05,Successful
2852,2852,Wallet,247672.25,Failed
2853,2853,Debit Card,21114.53,Successful
2854,2854,Credit Card,207271.66,Successful
2855,2855,UPI,38609.26,Successful
2856,2856,Wallet,126215.94,Successful
2857,2857,Credit Card,75098.24,Successful
2858,2858,Debit Card,120675.48,Successful
2859,2859,Debit Card,72514.72,Successful
2860,2860,COD,57704.4,Successful
2861,2861,COD,4272.3,Successful
2862,2862,Credit Card,56770.97,Successful
2863,2863,COD,162096.45,Successful
2864,2864,Debit Card,37117.74,Successful
2865,2865,UPI,133545.68,Successful
2866,2866,Debit Card,143704.67,Successful
2867,2867,UPI,80931.34,Successful
2868,2868,Net Banking,45083.26,Successful
2869,2869,Credit Card,10141.5,Successful
2870,2870,Credit Card,19228.31,Successful
2871,2871,Debit Card,71713.23,Successful
2872,2872,UPI,84901.47,Successful
2873,2873,Debit Card,80992.31,Successful
2874,2874,Wallet,44420.78,Successful
2875,2875,Wallet,14955.37,Successful
2876,2876,Wallet,73836.99,Failed
2877,2877,UPI,64917.45,Successful
2878,2878,Debit Card,20600.18,Successful
2879,2879,Net Banking,1297.33,Successful
2880,2880,Credit Card,120337.61,Successful
2881,2881,UPI,26129.21,Failed
2882,2882,Wallet,22124.97,Failed
2883,2883,COD,40385.24,Successful
2884,2884,Net Banking,112107.49,Successful
2885,2885,Wallet,19658.75,Successful
2886,2886,COD,103052.76,Successful
2887,2887,Wallet,27639.1,Successful
2888,2888,UPI,11283.7,Successful
2889,2889,Debit Card,113236.46,Successful
2890,2890,Credit Card,219982.32,Successful
2891,2891,Credit Card,148033.55,Successful
2892,2892,Net Banking,28265.78,Successful
2893,2893,Wallet,40762.07,Successful
2894,2894,UPI,32666.92,Successful
2895,2895,UPI,69738.36,Successful
2896,2896,COD,145499.58,Successful
2897,2897,Credit Card,41630.29,Successful
2898,2898,COD,18792.5,Successful
2899,2899,Debit Card,4913.34,Successful
2900,2900,Wallet,41807.94,Successful
2901,2901,UPI,56322.82,Successful
2902,2902,COD,207712.38,Successful
2903,2903,UPI,191464.54,Successful
2904,2904,Wallet,18136.06,Successful
2905,2905,Net Banking,72564.62,Successful
2906,2906,Wallet,20995.46,Successful
2907,2907,Net Banking,27289.27,Successful
2908,2908,COD,86382.77,Successful
2909,2909,Debit Card,118202.72,Successful
2910,2910,Debit Card,12825.48,Failed
2911,2911,Net Banking,145499.58,Successful
2912,2912,Wallet,21355.28,Successful
2913,2913,Debit Card,44420.93,Successful
2914,2914,COD,31573.98,Failed
2915,2915,Net Banking,117820.29,Failed
2916,2916,Debit Card,33621.6,Failed
2917,2917,Debit Card,80459.34,Successful
2918,2918,COD,35722.92,Successful
2919,2919,Credit Card,69856.88,Successful
2920,2920,Credit Card,126074.7,Successful
2921,2921,Credit Card,157500.92,Successful
2922,2922,Wallet,42765.14,Successful
2923,2923,Debit Card,64716.06,Successful
2924,2924,Net Banking,129087.37,Successful
2925,2925,COD,35236.68,Successful
2926,2926,Credit Card,26144.74,Successful
2927,2927,Wallet,99589.99,Failed
2928,2928,Credit Card,24055.48,Successful
2929,2929,COD,103367.25,Successful
2930,2930,UPI,36274.08,Successful
2931,2931,UPI,10105.24,Successful
2932,2932,UPI,147254.8,Successful
2933,2933,Debit Card,135163.79,Successful
2934,2934,Wallet,65494.54,Successful
2935,2935,COD,27289.27,Successful
2936,2936,Debit Card,66527.88,Successful
2937,2937,COD,61363.42,Successful
2938,2938,Debit Card,149738.09,Successful
2939,2939,UPI,79211.17,Successful
2940,2940,Wallet,25646.78,Failed
2941,2941,Wallet,112875.78,Successful
2942,2942,Credit Card,8291.27,Failed
2943,2943,Wallet,41854.67,Successful
2944,2944,Wallet,37325.26,Successful
2945,2945,Wallet,13111.08,Successful
2946,2946,Net Banking,34322.1,Successful
2947,2947,Wallet,61481.47,Successful
2948,2948,UPI,44049.14,Successful
2949,2949,COD,21918.88,Successful
2950,2950,Net Banking,11608.8,Successful
2951,2951,Net Banking,21918.88,Successful
2952,2952,Wallet,88713.57,Failed
2953,2953,Credit Card,305027.32,Successful
2954,2954,UPI,23158.9,Failed
2955,2955,Net Banking,57717.9,Successful
2956,2956,Wallet,32683.46,Successful
2957,2957,UPI,64229.73,Successful
2958,2958,Wallet,83187.55,Successful
2959,2959,UPI,167733.18,Successful
2960,2960,UPI,107478.57,Successful
2961,2961,Credit Card,195960.41,Successful
2962,2962,COD,134617.47,Successful
2963,2963,Net Banking,101232.94,Successful
2964,2964,Wallet,163056.31,Failed
2965,2965,UPI,49254.59,Successful
2966,2966,Credit Card,14874.16,Successful
2967,2967,Wallet,94929.31,Successful
2968,2968,Debit Card,146145.88,Failed
2969,2969,Debit Card,331161.13,Successful
2970,2970,Debit Card,35645.05,Successful
2971,2971,Debit Card,31114.33,Successful
2972,2972,UPI,59269.63,Successful
2973,2973,Wallet,49138.86,Successful
2974,2974,Debit Card,166177.31,Successful
2975,2975,Net Banking,20585.69,Successful
2976,2976,COD,139664.95,Successful
2977,2977,COD,97543.03,Successful
2978,2978,Wallet,10729.32,Failed
2979,2979,Debit Card,89013.93,Successful
2980,2980,Wallet,27738.12,Successful
2981,2981,COD,46339.77,Successful
2982,2982,Wallet,88046.4,Failed
2983,2983,Debit Card,15972.82,Failed
2984,2984,Credit Card,84531.12,Failed
2985,2985,UPI,64936.71,Failed
2986,2986,Net Banking,22827.22,Successful
2987,2987,COD,80041.23,Successful
2988,2988,Debit Card,25966.86,Successful
2989,2989,UPI,1378.41,Successful
2990,2990,UPI,133725.54,Successful
2991,2991,Wallet,123144.59,Failed
2992,2992,Wallet,22236.66,Successful
2993,2993,Net Banking,22480.82,Successful
2994,2994,Net Banking,91608.48,Successful
2995,2995,COD,63704.09,Successful
2996,2996,Debit Card,182903.03,Failed
2997,2997,Wallet,75330.71,Successful
2998,2998,UPI,8882.08,Failed
2999,2999,Wallet,22882.85,Successful
3000,3000,Credit Card,74218.48,Successful
3001,3001,COD,43745.94,Successful
3002,3002,Net Banking,18404.35,Successful
3003,3003,Debit Card,8571.6,Failed
3004,3004,Debit Card,16684.48,Successful
3005,3005,UPI,30908.44,Successful
3006,3006,Wallet,68000.37,Successful
3007,3007,Net Banking,39217.11,Successful
3008,3008,COD,70694.72,Successful
3009,3009,COD,186393.93,Failed
3010,3010,Credit Card,37540.08,Successful
3011,3011,COD,18770.04,Failed
3012,3012,Debit Card,65871.89,Successful
3013,3013,Wallet,57445.83,Successful
3014,3014,UPI,136981.08,Successful
3015,3015,UPI,113586.24,Successful
3016,3016,Wallet,16239.22,Failed
3017,3017,Wallet,150052.05,Successful
3018,3018,Wallet,65498.16,Successful
3019,3019,Debit Card,233025.34,Successful
3020,3020,Debit Card,140405.46,Successful
3021,3021,Debit Card,107364.73,Successful
3022,3022,Credit Card,27564.6,Successful
3023,3023,Debit Card,29019.26,Successful
3024,3024,UPI,26085.39,Successful
3025,3025,Wallet,63846.11,Successful
3026,3026,COD,14955.37,Failed
3027,3027,Net Banking,25043.31,Successful
3028,3028,Credit Card,9917.74,Successful
3029,3029,Wallet,75964.68,Failed
3030,3030,UPI,138458.19,Successful
3031,3031,Net Banking,119770.93,Successful
3032,3032,COD,160337.25,Successful
3033,3033,Credit Card,83187.55,Successful
3034,3034,Debit Card,100281.34,Successful
3035,3035,Wallet,26837.88,Successful
3036,3036,COD,115820.27,Successful
3037,3037,UPI,241223.83,Successful
3038,3038,Credit Card,74500.53,Successful
3039,3039,Wallet,104206.88,Successful
3040,3040,Wallet,122514.64,Successful
3041,3041,Wallet,114762.09,Successful
3042,3042,COD,4847.56,Successful
3043,3043,UPI,46246.95,Failed
3044,3044,Credit Card,4864.98,Successful
3045,3045,COD,189080.03,Successful
3046,3046,COD,90253.21,Successful
3047,3047,Net Banking,3368.41,Successful
3048,3048,Debit Card,40338.69,Successful
3049,3049,UPI,45491.49,Successful
3050,3050,Credit Card,21237.72,Successful
3051,3051,Wallet,16749.24,Successful
3052,3052,COD,29259.09,Successful
3053,3053,Wallet,5498.64,Successful
3054,3054,Credit Card,74296.85,Successful
3055,3055,Credit Card,44453.23,Successful
3056,3056,UPI,229850.26,Successful
3057,3057,Net Banking,20119.95,Successful
3058,3058,COD,116333.91,Successful
3059,3059,Credit Card,39344.9,Successful
3060,3060,Credit Card,33119.47,Successful
3061,3061,Net Banking,83295.82,Failed
3062,3062,Credit Card,176284.24,Successful
3063,3063,Credit Card,8855.9,Successful
3064,3064,Debit Card,21918.88,Successful
3065,3065,Wallet,24140.97,Successful
3066,3066,Credit Card,4082.16,Successful
3067,3067,Debit Card,116556.74,Successful
3068,3068,Debit Card,111477.23,Failed
3069,3069,UPI,55225.13,Successful
3070,3070,Credit Card,48339.99,Successful
3071,3071,Wallet,69089.45,Successful
3072,3072,COD,65016.8,Successful
3073,3073,Wallet,36362.87,Successful
3074,3074,Debit Card,110021.39,Successful
3075,3075,Debit Card,21091.38,Successful
3076,3076,Credit Card,92682.39,Successful
3077,3077,Net Banking,11858.64,Successful
3078,3078,Net Banking,261926.06,Successful
3079,3079,Wallet,23926.7,Successful
3080,3080,Credit Card,53987.68,Failed
3081,3081,Net Banking,111566.52,Successful
3082,3082,COD,118412.88,Successful
3083,3083,Net Banking,87565.84,Successful
3084,3084,Net Banking,136384.85,Successful
3085,3085,COD,106452.76,Successful
3086,3086,Debit Card,37224.93,Failed
3087,3087,Debit Card,19286.1,Successful
3088,3088,Net Banking,48369.98,Successful
3089,3089,Debit Card,8945.96,Successful
3090,3090,Net Banking,96687.77,Successful
3091,3091,UPI,100474.67,Successful
3092,3092,COD,172612.38,Successful
3093,3093,COD,38426.91,Successful
3094,3094,Net Banking,161891.2,Failed
3095,3095,Debit Card,112760.63,Failed
3096,3096,UPI,264636.74,Successful
3097,3097,COD,58538.18,Successful
3098,3098,Debit Card,25554.43,Successful
3099,3099,COD,67667.64,Failed
3100,3100,Debit Card,13754.43,Successful
3101,3101,Net Banking,76571.75,Successful
3102,3102,UPI,213347.4,Failed
3103,3103,Debit Card,76328.18,Failed
3104,3104,Net Banking,49431.52,Successful
3105,3105,COD,81840.98,Successful
3106,3106,Debit Card,75964.68,Successful
3107,3107,Wallet,83609.37,Successful
3108,3108,Debit Card,51687.77,Successful
3109,3109,Net Banking,122452.8,Successful
3110,3110,Wallet,173677.26,Successful
3111,3111,Net Banking,35554.46,Successful
3112,3112,Wallet,125861.8,Successful
3113,3113,Credit Card,90247.46,Failed
3114,3114,UPI,17242.26,Successful
3115,3115,UPI,83416.91,Successful
3116,3116,Net Banking,3806.76,Successful
3117,3117,Wallet,71591.74,Successful
3118,3118,UPI,98779.96,Successful
3119,3119,Credit Card,17436.12,Successful
3120,3120,Credit Card,89131.97,Successful
3121,3121,Credit Card,74636.18,Successful
3122,3122,Credit Card,114424.85,Successful
3123,3123,Wallet,23375.93,Successful
3124,3124,Debit Card,2812.25,Successful
3125,3125,Net Banking,45902.94,Successful
3126,3126,Credit Card,114510.81,Failed
3127,3127,Net Banking,200119.97,Successful
3128,3128,Wallet,76982.17,Successful
3129,3129,Debit Card,58801.31,Successful
3130,3130,Debit Card,114816.72,Successful
3131,3131,Net Banking,36095.84,Successful
3132,3132,Debit Card,132442.47,Successful
3133,3133,Wallet,29492.96,Failed
3134,3134,Wallet,50643.12,Successful
3135,3135,Debit Card,50796.75,Successful
3136,3136,COD,87576.83,Successful
3137,3137,Wallet,22608.18,Successful
3138,3138,Debit Card,58523.28,Failed
3139,3139,Wallet,5641.85,Successful
3140,3140,Credit Card,39123.4,Failed
3141,3141,Wallet,158872.62,Successful
3142,3142,COD,33239.4,Successful
3143,3143,COD,94956.93,Successful
3144,3144,UPI,19549.61,Successful
3145,3145,Debit Card,76411.48,Successful
3146,3146,Debit Card,125714.24,Successful
3147,3147,Wallet,189704.78,Failed
3148,3148,Wallet,11157.46,Successful
3149,3149,Debit Card,207098.48,Failed
3150,3150,COD,33368.96,Successful
3151,3151,Wallet,94163.92,Successful
3152,3152,Wallet,24530.11,Failed
3153,3153,Credit Card,56383.26,Successful
3154,3154,UPI,81555.7,Failed
3155,3155,UPI,11869.9,Successful
3156,3156,UPI,21297.42,Successful
3157,3157,Debit Card,27192.12,Successful
3158,3158,Net Banking,93677.32,Successful
3159,3159,UPI,38433.91,Successful
3160,3160,Debit Card,19175.15,Successful
3161,3161,Net Banking,95153.69,Successful
3162,3162,Net Banking,3070.84,Successful
3163,3163,COD,40212.77,Successful
3164,3164,Wallet,88095.69,Successful
3165,3165,UPI,9383.76,Successful
3166,3166,UPI,97193.58,Successful
3167,3167,Debit Card,121650.61,Successful
3168,3168,Net Banking,86170.49,Successful
3169,3169,UPI,199763.65,Successful
3170,3170,Net Banking,55239.64,Successful
3171,3171,Debit Card,4985.12,Successful
3172,3172,Wallet,228808.69,Successful
3173,3173,Net Banking,124555.88,Successful
3174,3174,COD,43716.56,Successful
3175,3175,Wallet,107431.42,Successful
3176,3176,Debit Card,78940.83,Failed
3177,3177,Wallet,12599.8,Successful
3178,3178,Debit Card,17594.55,Failed
3179,3179,UPI,58137.86,Successful
3180,3180,Credit Card,8568.65,Successful
3181,3181,COD,114245.05,Successful
3182,3182,UPI,34024.03,Successful
3183,3183,Credit Card,1372.26,Successful
3184,3184,Net Banking,164248.86,Successful
3185,3185,COD,1940.7,Successful
3186,3186,Net Banking,110514.16,Successful
3187,3187,Credit Card,19167.68,Successful
3188,3188,Debit Card,160355.88,Failed
3189,3189,Wallet,86432.86,Successful
3190,3190,Debit Card,149499.91,Failed
3191,3191,Debit Card,104458.17,Successful
3192,3192,UPI,38896.7,Failed
3193,3193,COD,31255.38,Successful
3194,3194,Debit Card,20585.69,Successful
3195,3195,Net Banking,24231.27,Successful
3196,3196,Net Banking,51772.85,Failed
3197,3197,COD,34076.58,Successful
3198,3198,Wallet,112626.79,Failed
3199,3199,Wallet,26950.07,Successful
3200,3200,Wallet,34261.99,Successful
3201,3201,Net Banking,161734.96,Failed
3202,3202,UPI,195312.35,Successful
3203,3203,Debit Card,28971.15,Successful
3204,3204,Credit Card,31255.38,Successful
3205,3205,Debit Card,175064.7,Successful
3206,3206,COD,95262.73,Successful
3207,3207,Credit Card,115097.54,Failed
3208,3208,COD,111010.41,Successful
3209,3209,Debit Card,33458.11,Successful
3210,3210,Debit Card,70245.82,Successful
3211,3211,Credit Card,53600.81,Successful
3212,3212,Wallet,43472.78,Successful
3213,3213,UPI,66374.9,Failed
3214,3214,COD,42727.47,Successful
3215,3215,COD,93777.2,Failed
3216,3216,Credit Card,36174.17,Successful
3217,3217,Wallet,81904.55,Successful
3218,3218,Debit Card,31852.04,Successful
3219,3219,Wallet,20257.25,Successful
3220,3220,Debit Card,50736.08,Successful
3221,3221,Net Banking,87893.67,Successful
3222,3222,COD,36281.09,Successful
3223,3223,Net Banking,64917.45,Successful
3224,3224,UPI,25973.06,Successful
3225,3225,Wallet,40514.5,Successful
3226,3226,UPI,18214.65,Successful
3227,3227,UPI,86446.37,Successful
3228,3228,Debit Card,232466.82,Successful
3229,3229,COD,47903.03,Successful
3230,3230,Net Banking,9107.32,Successful
3231,3231,Debit Card,84309.11,Successful
3232,3232,Net Banking,48510.83,Successful
3233,3233,Debit Card,160878.93,Successful
3234,3234,Credit Card,91129.16,Successful
3235,3235,Wallet,12873.64,Successful
3236,3236,Credit Card,4871.33,Successful
3237,3237,Debit Card,29694.19,Successful
