Customer_ID,Customer_Name,Gender,Age,City,State,Signup_Date
828,Customer_0828,Female,27,New Delhi,Delhi,2024-02-24
829,Customer_0829,Male,49,Hyderabad,Telangana,2025-03-08
830,Customer_0830,Male,18,Hyderabad,Telangana,2023-11-17
831,Customer_0831,Male,54,Udaipur,Rajasthan,2023-08-03
832,Customer_0832,Male,26,Mysuru,Karnataka,2025-03-15
833,Customer_0833,Female,43,Thiruvananthapuram,Kerala,2024-10-10
834,Customer_0834,Male,20,Siliguri,West Bengal,2024-01-28
835,Customer_0835,Female,18,Lucknow,Uttar Pradesh,2025-01-18
836,Customer_0836,Male,58,Hyderabad,Telangana,2023-01-19
837,Customer_0837,Female,37,New Delhi,Delhi,2024-12-11
838,Customer_0838,Female,28,Bengaluru,Karnataka,2024-01-28
839,Customer_0839,Female,47,Ahmedabad,Gujarat,2023-11-02
840,Customer_0840,Female,45,Kanpur,Uttar Pradesh,2024-06-20
841,Customer_0841,Female,30,Mysuru,Karnataka,2024-05-16
842,Customer_0842,Male,32,Mysuru,Karnataka,2023-01-20
843,Customer_0843,Male,55,Bengaluru,Karnataka,2025-01-21
844,Customer_0844,Female,59,Lucknow,Uttar Pradesh,2023-05-07
845,Customer_0845,Female,52,Pune,Maharashtra,2025-06-16
846,Customer_0846,Male,60,Kochi,Kerala,2024-08-31
847,Customer_0847,Male,21,Vadodara,Gujarat,2025-05-06
848,Customer_0848,Female,25,Surat,Gujarat,2024-03-30
849,Customer_0849,Male,31,Noida,Uttar Pradesh,2024-04-30
850,Customer_0850,Male,60,Pune,Maharashtra,2024-03-06
851,Customer_0851,Male,44,Noida,Uttar Pradesh,2024-09-29
852,Customer_0852,Male,36,Vadodara,Gujarat,2025-01-06
853,Customer_0853,Male,56,Ahmedabad,Gujarat,2024-05-24
854,Customer_0854,Male,40,New Delhi,Delhi,2025-05-01
855,Customer_0855,Male,53,Siliguri,West Bengal,2023-06-14
856,Customer_0856,Female,39,Jaipur,Rajasthan,2024-12-05
857,Customer_0857,Male,25,New Delhi,Delhi,2023-01-14
858,Customer_0858,Male,50,Thiruvananthapuram,Kerala,2023-06-02
859,Customer_0859,Male,34,Vadodara,Gujarat,2025-01-10
860,Customer_0860,Female,47,New Delhi,Delhi,2023-10-31
861,Customer_0861,Male,20,Mumbai,Maharashtra,2025-04-12
862,Customer_0862,Female,45,Coimbatore,Tamil Nadu,2025-03-31
863,Customer_0863,Male,18,Ahmedabad,Gujarat,2025-05-21
864,Customer_0864,Male,39,Mangaluru,Karnataka,2024-10-24
865,Customer_0865,Female,23,Warangal,Telangana,2024-09-28
866,Customer_0866,Male,43,Warangal,Telangana,2023-07-07
867,Customer_0867,Female,48,Siliguri,West Bengal,2023-10-06
868,Customer_0868,Male,21,Kolkata,West Bengal,2023-04-26
869,Customer_0869,Female,54,Bengaluru,Karnataka,2024-03-02
870,Customer_0870,Female,40,Jaipur,Rajasthan,2024-09-17
871,Customer_0871,Male,48,Kochi,Kerala,2025-06-02
872,Customer_0872,Female,20,Jaipur,Rajasthan,2024-02-26
873,Customer_0873,Female,18,Surat,Gujarat,2024-11-01
874,Customer_0874,Male,60,Kanpur,Uttar Pradesh,2024-08-13
875,Customer_0875,Male,48,Hyderabad,Telangana,2024-03-19
876,Customer_0876,Male,18,Warangal,Telangana,2023-06-02
877,Customer_0877,Female,49,Mangaluru,Karnataka,2025-05-19
878,Customer_0878,Female,38,Bengaluru,Karnataka,2025-02-08
879,Customer_0879,Male,50,New Delhi,Delhi,2023-10-12
880,Customer_0880,Male,23,New Delhi,Delhi,2024-02-17
881,Customer_0881,Female,23,Udaipur,Rajasthan,2025-03-31
882,Customer_0882,Male,49,Udaipur,Rajasthan,2023-11-20
883,Customer_0883,Female,20,Mumbai,Maharashtra,2024-02-18
884,Customer_0884,Male,56,Kanpur,Uttar Pradesh,2023-01-01
885,Customer_0885,Male,59,Thiruvananthapuram,Kerala,2024-06-04
886,Customer_0886,Male,32,Udaipur,Rajasthan,2024-01-08
887,Customer_0887,Female,60,Udaipur,Rajasthan,2024-07-27
888,Customer_0888,Male,60,Warangal,Telangana,2023-04-27
889,Customer_0889,Female,58,New Delhi,Delhi,2023-12-16
890,Customer_0890,Female,24,Madurai,Tamil Nadu,2024-06-18
891,Customer_0891,Male,44,Mumbai,Maharashtra,2024-05-19
892,Customer_0892,Male,30,Surat,Gujarat,2024-09-17
893,Customer_0893,Female,30,Surat,Gujarat,2023-08-09
894,Customer_0894,Female,20,Hyderabad,Telangana,2025-02-14
895,Customer_0895,Female,47,Kochi,Kerala,2025-03-01
896,Customer_0896,Male,51,Kochi,Kerala,2024-05-25
897,Customer_0897,Female,50,Nagpur,Maharashtra,2024-03-19
898,Customer_0898,Male,26,Mangaluru,Karnataka,2024-08-15
899,Customer_0899,Female,50,Surat,Gujarat,2024-11-04
900,Customer_0900,Male,35,Siliguri,West Bengal,2024-09-15
901,Customer_0901,Female,26,Siliguri,West Bengal,2023-10-29
902,Customer_0902,Female,53,Mysuru,Karnataka,2024-09-08
903,Customer_0903,Male,57,Hyderabad,Telangana,2023-07-25
904,Customer_0904,Male,59,Madurai,Tamil Nadu,2023-12-20
905,Customer_0905,Female,25,Mangaluru,Karnataka,2024-07-09
906,Customer_0906,Female,52,Warangal,Telangana,2024-08-19
907,Customer_0907,Male,51,Coimbatore,Tamil Nadu,2025-04-07
908,Customer_0908,Male,21,Ahmedabad,Gujarat,2024-01-26
909,Customer_0909,Male,36,Mumbai,Maharashtra,2023-10-01
910,Customer_0910,Male,36,Chennai,Tamil Nadu,2025-05-09
911,Customer_0911,Female,24,New Delhi,Delhi,2024-01-03
912,Customer_0912,Female,33,Kochi,Kerala,2025-01-30
913,Customer_0913,Male,42,Kanpur,Uttar Pradesh,2023-10-22
914,Customer_0914,Female,53,Siliguri,West Bengal,2025-03-18
915,Customer_0915,Female,30,Mumbai,Maharashtra,2025-01-31
916,Customer_0916,Male,58,Thiruvananthapuram,Kerala,2025-04-29
917,Customer_0917,Male,36,Hyderabad,Telangana,2025-03-05
918,Customer_0918,Male,29,Jaipur,Rajasthan,2024-11-30
919,Customer_0919,Male,42,Mangaluru,Karnataka,2024-06-10
920,Customer_0920,Female,26,Pune,Maharashtra,2023-10-13
921,Customer_0921,Female,18,Mangaluru,Karnataka,2025-05-16
922,Customer_0922,Male,20,Warangal,Telangana,2024-12-27
923,Customer_0923,Male,58,Mysuru,Karnataka,2024-09-03
924,Customer_0924,Female,22,Thiruvananthapuram,Kerala,2024-05-17
925,Customer_0925,Male,50,Hyderabad,Telangana,2023-07-08
926,Customer_0926,Female,23,Mysuru,Karnataka,2024-07-10
927,Customer_0927,Female,39,Hyderabad,Telangana,2023-08-07
928,Customer_0928,Female,53,Warangal,Telangana,2023-08-12
929,Customer_0929,Female,46,Mumbai,Maharashtra,2024-11-15
930,Customer_0930,Female,42,New Delhi,Delhi,2023-02-10
931,Customer_0931,Female,19,Surat,Gujarat,2023-09-20
932,Customer_0932,Female,49,Noida,Uttar Pradesh,2024-06-10
933,Customer_0933,Male,38,Pune,Maharashtra,2024-10-29
934,Customer_0934,Male,52,Lucknow,Uttar Pradesh,2023-04-09
935,Customer_0935,Male,31,Lucknow,Uttar Pradesh,2024-10-03
936,Customer_0936,Male,31,New Delhi,Delhi,2025-05-05
937,Customer_0937,Female,59,Kanpur,Uttar Pradesh,2025-06-18
938,Customer_0938,Male,19,Vadodara,Gujarat,2024-12-03
939,Customer_0939,Male,22,Udaipur,Rajasthan,2023-02-08
940,Customer_0940,Female,53,Mumbai,Maharashtra,2025-03-24
941,Customer_0941,Male,34,Vadodara,Gujarat,2025-04-21
942,Customer_0942,Female,45,Siliguri,West Bengal,2024-04-06
943,Customer_0943,Male,52,Hyderabad,Telangana,2024-02-03
944,Customer_0944,Male,55,Nagpur,Maharashtra,2025-01-07
945,Customer_0945,Male,40,Nagpur,Maharashtra,2025-05-18
946,Customer_0946,Female,56,Lucknow,Uttar Pradesh,2023-10-24
947,Customer_0947,Female,42,Surat,Gujarat,2025-02-22
948,Customer_0948,Male,52,Kolkata,West Bengal,2024-04-30
949,Customer_0949,Female,52,New Delhi,Delhi,2025-02-03
950,Customer_0950,Female,59,Madurai,Tamil Nadu,2023-05-28
951,Customer_0951,Male,25,Hyderabad,Telangana,2024-07-20
952,Customer_0952,Female,52,Mumbai,Maharashtra,2024-08-09
953,Customer_0953,Male,40,Lucknow,Uttar Pradesh,2023-11-09
954,Customer_0954,Male,28,New Delhi,Delhi,2024-10-23
955,Customer_0955,Female,30,Bengaluru,Karnataka,2024-09-23
956,Customer_0956,Male,53,Ahmedabad,Gujarat,2024-11-18
957,Customer_0957,Male,34,Jaipur,Rajasthan,2023-10-25
958,Customer_0958,Female,39,Ahmedabad,Gujarat,2025-01-13
959,Customer_0959,Male,24,Hyderabad,Telangana,2024-11-18
960,Customer_0960,Male,38,Madurai,Tamil Nadu,2023-03-13
961,Customer_0961,Female,55,Udaipur,Rajasthan,2023-12-03
962,Customer_0962,Female,38,Mangaluru,Karnataka,2024-08-03
963,Customer_0963,Female,33,Kolkata,West Bengal,2023-01-05
964,Customer_0964,Female,26,New Delhi,Delhi,2023-10-11
965,Customer_0965,Female,40,Warangal,Telangana,2024-04-18
966,Customer_0966,Male,29,Coimbatore,Tamil Nadu,2024-07-18
967,Customer_0967,Female,26,Kochi,Kerala,2025-05-11
968,Customer_0968,Male,22,Lucknow,Uttar Pradesh,2023-09-27
969,Customer_0969,Male,55,Nagpur,Maharashtra,2024-10-08
970,Customer_0970,Male,20,Thiruvananthapuram,Kerala,2025-02-26
971,Customer_0971,Female,59,Noida,Uttar Pradesh,2024-07-10
972,Customer_0972,Male,55,Mysuru,Karnataka,2024-02-06
973,Customer_0973,Male,43,Chennai,Tamil Nadu,2024-04-20
974,Customer_0974,Male,57,Hyderabad,Telangana,2024-11-09
975,Customer_0975,Female,28,Mangaluru,Karnataka,2023-05-24
976,Customer_0976,Male,48,Mangaluru,Karnataka,2024-08-02
977,Customer_0977,Female,32,Hyderabad,Telangana,2023-08-13
978,Customer_0978,Male,20,Surat,Gujarat,2024-01-14
979,Customer_0979,Female,47,New Delhi,Delhi,2024-02-02
980,Customer_0980,Female,24,Mumbai,Maharashtra,2024-10-26
981,Customer_0981,Female,34,Kanpur,Uttar Pradesh,2025-04-29
982,Customer_0982,Female,41,Kochi,Kerala,2024-01-21
983,Customer_0983,Female,42,Kochi,Kerala,2024-06-13
984,Customer_0984,Female,49,New Delhi,Delhi,2023-12-28
985,Customer_0985,Male,46,Jaipur,Rajasthan,2024-05-28
986,Customer_0986,Female,31,Bengaluru,Karnataka,2023-03-20
987,Customer_0987,Female,56,Bengaluru,Karnataka,2023-06-11
988,Customer_0988,Female,39,Vadodara,Gujarat,2023-08-24
989,Customer_0989,Female,48,Surat,Gujarat,2024-11-22
990,Customer_0990,Female,19,New Delhi,Delhi,2024-10-24
991,Customer_0991,Male,26,New Delhi,Delhi,2023-05-11
992,Customer_0992,Male,21,Lucknow,Uttar Pradesh,2024-08-09
993,Customer_0993,Female,56,Mysuru,Karnataka,2023-07-04
994,Customer_0994,Female,23,Kochi,Kerala,2025-06-18
995,Customer_0995,Female,48,New Delhi,Delhi,2024-09-13
996,Customer_0996,Female,56,Bengaluru,Karnataka,2025-04-30
997,Customer_0997,Male,57,Mangaluru,Karnataka,2025-04-20
998,Customer_0998,Female,47,Noida,Uttar Pradesh,2023-06-21
999,Customer_0999,Female,42,Kochi,Kerala,2023-08-24
1000,Customer_1000,Male,51,Bengaluru,Karnataka,2023-01-17
